,s,p,o,source,support
1267,virtual reality,base,resource description framework (rdf),heuristic,1
1268,visualization,base,resource description framework (rdf),heuristic,1
1269,cloud computing,proposes,semantic search engine,heuristic,3
1270,ontology alignment,combines,inference,heuristic,1
1271,semantic web services,provides,software architectures,heuristic,1
1272,semantic web services,supports,ambient intelligence,heuristic,1
1273,semantic description,defines,formal models,heuristic,3
1274,domain knowledge,converts,web ontology language,heuristic,7
1275,web contents,acquires,web ontology language,heuristic,2
1276,semantic description,supports,robots,heuristic,1
1277,resource description framework (rdf),represents,logic programming,heuristic,2
1278,knowledge acquisition,links,linked data,heuristic,1
1279,linked data,provides,knowledge engineering,heuristic,2
1280,descriptors,includes,semantic description,heuristic,2
1281,semantic description,conjunction,automatic composition,heuristic,1
1282,automatic composition,conjunction,semantic description,heuristic,1
1283,business processes,converts,resource description framework (rdf),heuristic,2
1284,education,base,resource description framework (rdf),heuristic,3
1285,web ontology language,provides,data warehouses,heuristic,1
1286,resource description framework (rdf),represents,location information,heuristic,1
1287,ontology alignment,produces,model transformations,heuristic,1
1288,web ontology language,includes,fuzzy logics,heuristic,2
1289,component-based software engineering,produces,semantic search engine,heuristic,3
1290,semantic search engines,uses,user query,heuristic,8
1291,computer systems,includes,linked data,heuristic,4
1292,ontology alignment,conjunction,ontology learning,heuristic,1
1293,ontology learning,conjunction,ontology alignment,heuristic,1
1294,ontology alignment,conjunction,ontology learning,heuristic,1
1295,ontology learning,conjunction,ontology alignment,heuristic,1
1296,ontology alignment,limits,semantic heterogeneity,heuristic,8
1297,reasoning algorithms,is,ontology alignment,heuristic,3
1298,ontology alignment,is,distributed environments,heuristic,1
1299,cache,uses,semantic description,heuristic,1
1300,semantic description,improves,cache,heuristic,2
1301,semantic interoperability,defines,resource description framework (rdf),heuristic,1
1302,resource description framework (rdf),provides,formal approach,heuristic,1
1303,validation,selects,linked data,heuristic,1
1304,linked data,supports,validation,heuristic,1
1305,resource description framework (rdf),supports,computer graphics equipment,heuristic,2
1306,storage systems,base,resource description framework (rdf),heuristic,1
1307,ontology alignment,defines,wordnet,heuristic,5
1308,component-based software engineering,produces,linked data,heuristic,8
1309,resource description framework (rdf),produces,knowledge representation and reasoning,heuristic,2
1310,information visualization,provides,ontology alignment,heuristic,1
1311,zig-bee,uses,web ontology language,heuristic,1
1312,sparql,proposes,ontology alignment,heuristic,2
1313,web information extraction,is,ontology alignment,heuristic,1
1314,resource description framework (rdf),supports,semantic search engines,heuristic,1
1315,recommender systems,links,linked data,heuristic,5
1316,linked data,conjunction,ontology construction,heuristic,1
1317,linked data,conjunction,adaptive hypermedia,heuristic,1
1318,adaptive hypermedia,conjunction,linked data,heuristic,1
1319,web browsing,links,linked data,heuristic,1
1320,ontology alignment,proposes,ontology alignment,heuristic,1
1321,ontology alignment,proposes,dynamic environments,heuristic,2
1322,electrical discharge machining,provides,linked data,heuristic,1
1323,linked data,provides,rdf graph,heuristic,1
1324,resource description framework (rdf),base,service compositions,heuristic,1
1325,semantic web services,improves,service delivery,heuristic,1
1326,semantic descriptions,produces,transcoding,heuristic,1
1327,quality of information,limits,semantic search engines,heuristic,2
1328,semantic relationships,includes,semantic search engine,heuristic,1
1329,image databases,includes,semantic description,heuristic,2
1330,image search,uses,semantic description,heuristic,1
1331,semantic description,defines,grid services,heuristic,2
1332,web ontology language,improves,query processing,heuristic,2
1333,contracts,processes,semantic description,heuristic,1
1334,semantic description,uses,natural language processing systems,heuristic,1
1335,text mining,uses,semantic search engines,heuristic,4
1336,semantic search engines,conjunction,text mining,heuristic,1
1337,semantic data,produces,resource description framework (rdf),heuristic,1
1338,resource description framework (rdf),supports,display,heuristic,4
1339,attributes reduction,is,ontology alignment,heuristic,1
1340,semantic descriptions,is,manets,heuristic,2
1341,web ontology language,provides,context modeling,heuristic,4
1342,ontology alignment,matches,matching algorithm,heuristic,1
1343,semantic web services,uses,collaborative filtering algorithms,heuristic,1
1344,ontology alignment,uses,semantic relationships,heuristic,1
1345,ontology alignment,proposes,grid environments,heuristic,1
1346,grid environments,maintains,ontology alignment,heuristic,1
1347,modeling languages,selects,resource description framework (rdf),heuristic,2
1348,undirected graph,represents,resource description framework (rdf),heuristic,5
1349,undirected graph,represents,web ontology language,heuristic,1
1350,undirected graph,represents,resource description framework (rdf),heuristic,1
1351,ontology alignment,base,ontology technology,heuristic,1
1352,semantic web services,base,data exchange,heuristic,1
1353,data mining,conjunction,semantic search engines,heuristic,1
1354,semantic search engines,conjunction,data mining,heuristic,1
1355,inference,conjunction,semantic search engines,heuristic,1
1356,tool support,automates,resource description framework (rdf),heuristic,2
1357,controlled vocabulary,produces,resource description framework (rdf),heuristic,1
1358,web ontology language,analyzes,bayesian approaches,heuristic,1
1359,semantic web services,supports,services selection,heuristic,1
1360,communication networks,uses,ontology alignment,heuristic,2
1361,ontology alignment,proposes,user interfaces,heuristic,1
1362,web service description,proposes,web ontology language,heuristic,1
1363,dublin core,represents,resource description framework (rdf),heuristic,2
1364,resource description framework (rdf),requires,ontology modeling,heuristic,2
1365,java,produces,ontology alignment,heuristic,1
1366,semantic web services,uses,pattern,heuristic,1
1367,learning,proposes,ontology alignment,heuristic,2
1368,ontology alignment,proposes,ontology alignment,heuristic,1
1369,semantic description,acquires,wordnet,heuristic,1
1370,linked data,improves,knowledge transfer,heuristic,1
1371,linked data,conjunction,web 2.0,heuristic,3
1372,web ontology language,includes,uml profiles,heuristic,3
1373,heterogeneous databases,uses,semantic web services,heuristic,1
1374,semantic web services,maintains,data mining,heuristic,1
1375,semantic web services,maintains,graphical models,heuristic,1
1376,linked data,combines,data warehouses,heuristic,2
1377,system architectures,proposes,resource description framework (rdf),heuristic,1
1378,data visualization,conjunction,linked data,heuristic,1
1379,linked data,conjunction,data visualization,heuristic,1
1380,ontology alignment,uses,bayesian networks,heuristic,1
1381,semantic search engines,base,database systems,heuristic,1
1382,ontology alignment,conjunction,context modeling,heuristic,1
1383,context modeling,conjunction,ontology alignment,heuristic,1
1384,natural languages,produces,ontology alignment,heuristic,2
1385,ontology alignment,uses,reasoning algorithms,heuristic,6
1386,ontology alignment,uses,decision tables,heuristic,1
1387,ontology alignment,analyzes,kernel functions,heuristic,1
1388,ontology alignment,analyzes,regularization,heuristic,2
1389,wordnet,base,web ontology language,heuristic,1
1390,storage systems,produces,linked data,heuristic,1
